custid,debtinc,creddebt,othdebt,preloan
1588,19.39,7.17,5.86,1
1589,12.17,1.95,2.55,1
1590,17.55,5.4,7.9,1
1591,14.03,3.68,3.19,2
1592,13.62,2.16,3.01,1
1593,15.68,0.93,3.47,1
1594,4.45,1.25,2.03,2
1595,9.95,0.21,4.29,1
1596,4.79,0.84,2.17,2
1597,10.23,1.78,1.86,2
1598,5.45,0.59,1.07,2
1599,7.32,2.8,4.17,2
1600,25.94,4.34,4.56,1
1601,8.69,2.86,1.75,2
1602,6.14,1.65,5.81,2
1603,12.96,2.98,5.28,1
1604,11.21,3.18,3.72,2
1605,9.75,3.49,4.61,2
1606,9.56,3.3,4.79,2
1607,9.69,2.74,2.56,2
1608,5.2,1.73,1.12,2
1609,8.19,3.78,5.96,2
1610,3.94,1.32,2.13,2
1611,12.54,3.94,13.03,1
1612,13.08,4.13,2.53,2
1613,6.41,2.9,2.76,1
1614,8.3,2.85,2.44,2
1615,15.22,6.77,5.79,1
1616,11.53,3.58,2.84,1
1617,14.76,2.63,4.15,2
1618,15.77,4.18,16.4,2
1619,4.28,1.86,1.24,2
1620,12.46,3.45,4.45,2
1621,6.3,0.54,0.83,2
1622,14.82,1.66,2.96,1
1623,12.16,5.94,10.87,1
1624,21.8,4.31,11.26,1
1625,24.34,4.86,8.45,1
1626,8.54,3.29,1.75,2
1627,21.59,4.37,4.6,2
1628,4.05,2.2,1.85,2
1629,8.38,0.25,2.23,1
1630,18.46,1.09,3.51,2
1631,17.71,3.05,9.03,1
1632,9.76,2.07,4.01,1
1633,1.71,1.01,2.02,1
1634,4.98,0.81,1.24,2
1635,5.86,2.97,0.98,1
1636,6.96,2.61,1.22,1
1637,9.94,1.06,2.7,1
1638,12.24,2.91,3.23,1
1639,6.73,2.03,2.81,2
1640,21.99,4.89,7.24,1
1641,18.79,2.87,5.24,2
1642,12.22,2.43,1.92,1
1643,5.07,2.4,1.24,1
1644,16.53,11.41,8.53,2
1645,17.73,2.23,4.25,1
1646,27.22,3.6,7.21,2
1647,2.25,1.97,1.15,1
1648,18.25,2.98,3.21,2
1649,20.33,1.73,7.31,1
1650,16.62,6.67,8.2,2
1651,11.25,3.66,14.46,2
1652,22.12,4.21,8.67,2
1653,6.85,1.49,1.9,1
1654,11.57,2.23,2.79,2
1655,10.22,1.18,2.33,2
1656,10.46,2.25,5.84,1
1657,8.13,2.39,2.51,2
1658,16.33,2.76,4.39,1
1659,6.13,4.5,1.82,1
1660,11.41,1.48,3.55,1
1661,28.43,2.3,6.92,2
1662,6.5,3.43,2.41,1
1663,14.47,2,3.14,1
1664,21.6,1.85,4.69,2
1665,8.72,1,2.84,1
1666,6.95,3.41,1.78,1
1667,7.66,0.47,2.78,2
1668,16.74,5.16,6.14,1
1669,19.36,1.54,3.37,2
1670,7.99,2.77,1.05,1
1671,10.1,4.25,5.58,1
1672,2.11,0.15,1.2,2
1673,11.21,1.6,2.75,2
1674,24.14,0.86,7.46,1
1675,12.09,3.03,3.95,2
1676,12.86,3.01,1.69,1
1677,14.68,1.95,2.32,1
1678,5.75,2.51,2.59,2
1679,6.71,3.03,1.8,1
1680,12.69,2.77,1.74,2
1681,5.42,3.03,1.04,1
1682,28.26,6.51,5.91,1
1683,16.95,0.17,5.3,2
1684,11.53,3.09,2.59,2
1685,15.71,3.54,4.03,2
1686,7.67,3.41,1.67,2
1687,8.8,3.21,2.82,1
1688,24.96,3.29,4.97,2
1689,5.34,0.87,1.47,1
1690,7.18,0.8,2.44,1
1691,7.36,3.1,1.53,2
1692,8.34,1.72,2.73,2
1693,3.91,1.11,4.99,2
1694,6.23,1.85,2.35,1
1695,11.11,4.71,1.8,2
1696,10.26,2.2,3.64,1
1697,11.13,1.57,1.62,1
1698,19.86,3.33,1.79,1
1699,5.45,2.28,2.34,1
1700,2.17,1.27,1.08,2
1701,29.53,22,12.79,2
1702,10.36,1.15,6.17,2
1703,6.66,3.71,3.17,1
1704,5.73,1.65,2.82,2
1705,6.81,4.03,2.55,1
1706,3.65,0.66,0.31,1
1707,15.63,1.23,7.21,2
1708,24.3,4.28,9.77,1
1709,11.99,4.03,2.38,2
1710,11.93,2.56,2.51,1
1711,31.94,11.32,7.21,1
1712,12.21,6.08,2.6,2
1713,17.54,2.35,3.21,1
1714,13.24,1.09,3.66,2
1715,16.05,1.42,2.35,1
1716,20.28,2,2.47,2
1717,21.62,5.85,6.98,2
1718,9.18,0.47,2.36,2
1719,8.11,3.1,2.92,1
1720,6.83,2.76,2,1
1721,5.46,0.39,2.01,2
1722,11.96,1.86,6.44,2
1723,3.28,3.27,1.48,2
1724,11.56,1.55,2.48,1
1725,20.86,3.52,6.16,1
1726,28.8,14.65,17.97,2
1727,17.88,2.85,13.12,1
1728,4.8,2.17,1.04,2
1729,9.98,0.98,3.22,1
1730,15.6,1.12,2.88,1
1731,4.45,1.1,0.23,2
1732,3.6,2.33,1.14,2
1733,7.15,1.6,1.39,1
1734,14.44,3.31,4.64,1
1735,17.4,5.15,9.61,2
1736,7.05,2.64,2.74,2
1737,16.98,4.22,5.25,1
1738,12.1,1.85,3.49,1
1739,24.64,6.81,5.19,1
1740,15.15,3.05,3.82,1
1741,13.4,4.97,3.45,2
1742,10.34,1.87,1.87,1
1743,7.21,1.89,2.79,2
1744,18.14,9.4,27.07,1
1745,18.29,7.32,6.44,1
1746,21.26,2.9,3.75,1
1747,6.86,2.12,1.71,2
1748,14.63,2.58,4.16,2
1749,6.9,2.73,1.7,1
1750,6.93,1.16,1.16,1
1751,3.46,0.25,0.34,2
1752,19.62,3.43,3.78,2
1753,1.77,0.05,0.68,1
1754,13.46,3.72,6.02,1
1755,19.02,8.26,5.39,2
1756,15.79,0.7,9.61,2
1757,25.32,3.21,3.28,1
1758,17.15,1.57,2.28,1
1759,24.69,5.37,10.76,2
1760,10.7,4.26,2.27,1
1761,4.99,1.89,1.91,1
1762,4.95,2.2,0.96,1
1763,18.63,3.53,3.84,1
1764,11.51,0.57,2.22,2
1765,17.71,2.26,2.31,1
1766,3.39,1.1,1.62,2
1767,11.66,2.14,2.2,1
1768,4.91,1.33,2.52,2
1769,14.05,7.21,2.99,1
1770,6.78,2.9,2.97,2
1771,11.02,4.67,3.68,1
1772,12.16,3.59,2.64,1
1773,6.13,3.57,1.24,1
1774,44.74,16.27,16.5,2
1775,2.47,1.27,2.6,1
1776,4.41,2.9,0.49,1
1777,8.94,1.36,2.71,1
1778,7.06,1.5,1.93,1
1779,7.61,2.88,3.9,1
1780,3.95,2.8,2.03,2
1781,11.52,2.23,2.07,2
1782,34.55,8.07,10.72,1
1783,20.24,6.18,5.32,2
1784,5.83,1.78,0.86,1
1785,10.91,2.2,6.46,2
1786,23.44,3.1,4.76,2
1787,7.58,2.58,1.69,1
1788,5.54,2.59,3.76,2
1789,9.71,0.39,2.62,2
1790,9.18,1.91,2.94,1
1791,7.19,0.96,2.91,2
1792,8.76,1.8,2.01,1
1793,7.56,1.13,2.4,1
1794,20.43,8.75,8.08,1
1795,24.16,3.83,9.48,1
1796,13.22,1.99,4.4,2
1797,21.21,1.67,4.2,2
1798,13.47,2.6,3.14,2
1799,13.57,1.85,2.97,1
1800,12.71,1.65,1.69,1
1801,11.23,1.02,1.72,2
1802,1.95,0.75,2.42,1
1803,10.68,3.21,2.75,2
1804,30.13,4.17,16.36,2
1805,15.82,4.63,4.68,1
1806,15.97,2.88,7.18,2
1807,7.38,3.73,1.68,2
1808,7.84,1.08,4.75,1
1809,9.2,2.89,1.83,1
1810,8.01,1.43,1.71,1
1811,5.05,2.97,1.97,1
1812,14.16,1.77,9.97,1
1813,8.26,3.31,2.93,1
1814,15.27,1.95,1.86,2
1815,23.96,4.53,5.53,1
1816,9.84,3.04,4.5,1
1817,4.98,1.22,2.3,1
1818,5.87,2.98,2.02,2
1819,24.28,6.45,9.6,2
1820,30.65,6.13,12.32,2
1821,18.16,2.4,3.31,1
1822,7.88,1.26,3.95,2
1823,9.04,3.18,1.48,2
1824,4.39,1.7,2.25,1
1825,22.45,2.55,6.5,2
1826,5.02,0.89,1.12,2
1827,5.18,1.89,1.75,1
1828,1.28,2,1.09,1
1829,6.54,0.91,1.03,1
1830,22.1,7.83,8.75,2
1831,29.27,10.58,11.22,1
1832,6.03,1.71,1.45,2
1833,9.87,1.8,5.2,2
1834,13.56,1.22,2.06,1
1835,21.79,6.56,6.1,2
1836,7.12,3.01,3.25,2
1837,2.02,0.18,1.56,2
1838,7.96,3.96,7.56,1
1839,6.49,1.19,1.37,1
1840,4.67,1.22,3.05,1
1841,18.85,7.52,9.37,1
1842,13.64,4.28,3.23,2
1843,23.9,4.87,11.71,1
1844,31.11,4.14,3.65,2
1845,8.81,16.43,14.27,1
1846,18.55,4.7,5.17,2
1847,8.42,2.14,1.55,2
1848,14.37,2.82,1.26,2
1849,14.71,5.56,3.23,1
1850,17.84,3.18,1.97,1
1851,7.2,2.41,5.75,1
1852,15.25,2.47,2.02,1
1853,17.65,3.19,3.96,1
1854,8.15,1.34,2.66,1
1855,18.37,2.94,3.09,1
1856,14.25,2.38,2.82,1
1857,7.06,2.14,10.15,2
1858,21.49,2.27,3.59,2
1859,16.49,3.82,2.49,2
1860,8.87,0.89,2.27,2
1861,8.99,1.33,1.39,1
1862,13.05,3.01,2.98,1
1863,3.08,3.01,1.5,1
1864,8.24,1.31,1.69,2
1865,23.73,4.4,5.76,2
1866,28.34,2.19,3.67,2
1867,18.1,17.89,24.65,2
1868,7.78,0.44,2.58,2
1869,23.37,4.56,11.84,1
1870,8.6,0.69,0.79,1
1871,21.64,2.31,3.43,2
1872,8.73,3.05,2.15,2
1873,10.83,0.76,2.67,2
1874,4.43,0.88,1.85,1
1875,6.63,1.98,2.81,1
1876,9.16,1.63,5.82,2
1877,16.84,3.17,4.04,2
1878,13.19,3.01,3.16,1
1879,15.71,2.48,18.91,2
1880,21.04,5.07,5.16,1
1881,9.69,0.78,1.77,2
1882,13.06,1.82,1.94,2
1883,7.54,1.75,1.9,1
1884,6.75,1.04,1.26,1
1885,13.95,6.57,6.96,2
1886,7.35,0.95,2.18,2
1887,10.16,0.58,1.23,1
1888,24.99,6.14,6.06,2
1889,18.56,2.92,3.05,2
1890,5.36,0.47,0.91,1
1891,8.21,1.76,2.33,2
1892,28.08,2.92,21.57,1
1893,37.33,3.05,8.92,2
1894,20.34,7.94,5.68,2
1895,21.09,2.58,3.12,2
1896,7.13,2.4,1.21,2
1897,7.53,4.24,4.96,1
1898,13.51,3.43,10.57,1
1899,19.81,2.35,4.2,1
1900,24.19,5.09,3.67,2
1901,9.88,2.22,0.92,2
1902,18.85,1.91,5.79,1
1903,8.86,4.22,12.97,2
1904,18.76,3.03,3.45,1
1905,20.83,1.23,3.11,2
1906,23.76,2.99,5.59,2
1907,9.55,1.68,5.45,1
1908,5.92,3.05,2.44,1
1909,19.49,3.21,2.03,1
1910,8.41,3.11,7.14,2
1911,22.52,3.97,4.11,1
1912,9.34,2.05,4.99,2
1913,6.41,3.19,2.01,2
1914,12.42,1.65,1.57,1
1915,11.58,3.89,3.76,1
1916,16.96,0.54,7.58,1
1917,14.95,6.58,8.23,1
1918,6.59,1.71,1.15,2
1919,5.93,2.3,1.73,2
1920,6.54,2.49,1.56,2
1921,17.88,3.47,6.2,1
1922,9.66,1.21,1.61,2
1923,7.98,0.95,1.75,2
1924,7.98,4.27,1.47,1
1925,8.81,2.34,0.63,2
1926,4.48,0.38,2.67,1
1927,7.25,2.59,4.46,2
1928,12.46,3.51,2.51,1
1929,9.01,5.04,17.09,1
1930,24.24,4.43,2.98,1
1931,14.01,3.73,2.49,2
1932,18.79,4.9,1.67,1
1933,17.58,2.73,3.13,1
1934,8.26,1.88,4.28,1
1935,13.42,2.55,2.44,2
1936,14.62,5.03,5.63,1
1937,4.02,0.83,0.27,1
1938,18.41,3.42,4.91,1
1939,12.28,4.44,5.45,2
1940,16.34,1.78,3.41,2
1941,9.73,2.79,2.69,2
1942,9.07,2.13,2.81,2
1943,24,4.27,12.53,1
1944,29.44,2.61,5.61,1
1945,9.67,2.11,2.26,2
1946,12.27,0.99,2.98,1
1947,13.65,1.34,6.91,1
1948,19.09,4.37,19.44,1
1949,23.46,1.6,4.28,1
1950,29.62,5.77,18.05,1
1951,7.25,1.9,1.34,1
1952,11.77,2.43,3.5,2
1953,21.08,6.45,6.22,1
1954,9.59,1.81,5.22,2
1955,6.89,2.07,3.86,2
1956,8.34,0.38,2.11,1
1957,6.67,2.11,2,2
1958,9.31,10.38,10.89,1
1959,2.72,0.28,2.05,2
1960,17.95,5.11,4.22,1
1961,6.14,1.77,1.46,2
1962,11.31,3.33,1.86,2
1963,5.03,0.85,4.34,2
1964,6.19,1.39,2.35,2
1965,16.85,8.42,6.04,2
1966,19.07,6.96,4.81,2
1967,10.28,1.91,2.89,1
1968,5.35,1.26,1.69,2
1969,20.11,3.41,7.41,2
1970,11.34,3.76,6.67,2
1971,14.77,2.39,3.6,2
1972,1.81,2.03,1.93,2
1973,17.51,0.99,12.56,1
1974,14.42,0.78,2.97,2
1975,31.47,6.81,1.59,2
1976,14.21,0.67,2.19,2
1977,7.3,1.55,2.16,1
1978,7.97,2.15,5.51,1
1979,11.12,1.88,3.21,2
1980,17.7,1.19,2.23,1
1981,9.12,3.17,2.57,2
1982,5.2,3.11,2.86,2
1983,10.66,2.99,2.29,1
1984,40.09,10.1,12.53,1
1985,38.27,5.74,4.13,2
1986,9.4,2.65,1.46,1
1987,7.67,1.68,3.59,2
1988,15.4,3.41,8.1,2
1989,5.69,2.99,1.85,1
1990,7.75,2.95,1.48,1
1991,15.63,6.66,1.27,1
1992,12.63,2.44,3.4,2
1993,19.44,0.4,6.03,1
1994,16.01,2.11,4.23,1
1995,19.74,2.03,2.11,1
1996,6.22,3.03,2.21,1
1997,10.9,3.07,4.73,1
1998,15.54,3.58,2.84,1
1999,12.88,3.75,1.92,1
2000,29.44,7.47,5.38,2
2001,6.13,3.11,2.62,2
2002,16.26,7.86,6.24,1
2003,6.99,5.69,3.21,1
2004,7.62,1.97,3.7,1
2005,29.23,3.98,4.97,2
2006,11.24,3.25,8.89,1
2007,27.8,4.33,2.86,2
2008,8.78,2.14,2.1,1
2009,8.56,1.33,3.51,2
2010,5.94,1.95,1.63,1
2011,21.01,4.11,5.08,2
2012,17.81,4.48,3.61,1
2013,19.94,3.13,9.15,1
2014,6.41,2.66,4.25,1
2015,12.75,3.09,2.94,1
2016,5.93,2.36,2.71,2
2017,7.35,0.22,2.43,1
2018,5.15,1.56,0.82,2
2019,16.28,3.42,1.6,2
2020,16.34,5.83,5.31,2
2021,10.72,2.33,2.42,1
2022,7.53,1.19,2.02,1
2023,12.19,5.47,8.46,2
2024,9.82,2.55,4.12,2
2025,5.57,2.47,2.59,1
2026,6.61,2.43,5.13,1
2027,11.79,5.67,3.35,2
2028,9.13,0.78,1.65,2
2029,21.6,1.99,4.07,2
2030,22.31,4.62,2.95,2
2031,9.45,2.5,2.95,1
2032,15.27,5.88,9.07,2
2033,24.12,16.39,18.44,1
2034,9.86,3.24,1.45,1
2035,8,3.26,4.67,1
2036,13.83,6.2,7.45,2
2037,15.24,3.44,2.87,1
2038,32.39,4.05,10.66,1
2039,6.63,3.1,2.62,1
2040,13.15,4.17,4.11,1
2041,5.18,2.99,1.7,2
2042,9.55,2.45,1.77,2
2043,16.49,2.76,1.57,2
2044,3.47,2.8,2.34,2
2045,15.79,4.9,4.25,2
2046,6.25,1.04,1.78,1
2047,6.93,1.28,3.67,2
2048,5.9,3.61,1.88,2
2049,3.47,3.14,0.97,1
2050,21.42,2.86,3.93,2
2051,10.4,1.87,1.53,2
2052,17.11,2.46,3.24,2
2053,10.77,2.58,4.87,1
2054,12.56,1.33,3.59,2
2055,34.12,4.25,11.4,2
2056,6.36,2.67,2.26,2
2057,10.87,1.47,2.53,2
2058,12.46,1.5,5.45,2
2059,14.78,0.66,2.91,1
2060,15.86,3.46,7.05,1
2061,9.58,1.17,2.53,1
2062,0.91,2.66,1.18,2
2063,5.92,0.97,1.27,2
2064,8.35,2.71,1.71,2
2065,14.87,7.16,2.92,1
2066,7.43,4.84,3.75,1
2067,13.21,4.95,13.18,2
2068,5.18,1.33,1.62,2
2069,5.91,0.81,2.28,1
2070,15.72,1.95,4.85,1
2071,11.25,0.77,2.61,2
2072,17.76,0.84,3.17,2
2073,1.46,0.16,1,2
2074,11.69,2.4,3.48,1
2075,4.28,3,1.12,1
2076,10.15,2.61,5.6,1
2077,13.26,2.45,4.76,2
2078,6.48,1.55,1.13,2
2079,12.88,2,5.32,2
2080,4.89,2.46,1.6,2
2081,25.8,3.46,8.66,1
2082,9.77,2.93,1.63,1
2083,15.92,2.58,3.68,1
2084,9.5,2.58,1.93,1
2085,12,1.66,6.49,1
2086,20.09,3.93,6.39,2
2087,10.73,3.47,0.84,2
2088,14.15,3.06,1.86,1
2089,12.59,2.13,6.35,1
2090,13.11,2.85,2.5,1
2091,8.27,0.18,2.74,1
2092,9.32,9.66,9.83,2
2093,31.55,3.61,5.65,1
2094,7.88,1.63,1.68,2
2095,13.12,2.65,7.3,2
2096,5.46,2.51,1.32,2
2097,14.74,2,2.88,2
2098,10.52,3.45,2.51,1
2099,12.68,2.75,6.11,2
2100,19.22,3.55,3.8,2
2101,9.5,12.94,6.87,1
2102,18.15,2.34,5.69,2
2103,5.92,2.54,3.48,1
2104,4.03,5.35,2.79,1
2105,18.26,3.28,4.87,1
2106,11.31,2.46,3.42,1
2107,32.36,6.48,18.01,2
2108,4.17,0.8,1.43,1
2109,25.98,3.1,4.32,2
2110,23.92,3.75,2.59,2
2111,3.38,1.57,0.98,2
2112,9.93,0.47,1.72,1
2113,13.04,6.23,3.97,2
2114,18.47,3.68,3.26,2
2115,9.77,3.82,5.81,1
2116,10.55,3.76,4.87,2
2117,19.5,3.66,5,2
2118,11.82,1.85,6,1
2119,8.92,1.22,4.87,1
2120,4.87,2.97,1.64,1
2121,7.06,3.23,1.63,2
2122,10.33,0.73,2.08,1
2123,10.17,1.17,3.49,2
2124,12.8,2.65,3.66,2
2125,18.58,1.3,3.1,1
2126,20.65,2.72,4.75,1
2127,8.48,3.68,5.46,2
2128,18.87,3.5,10.16,2
2129,20.54,3.27,9.56,1
2130,18.96,2.68,7.03,1
2131,3.19,0.59,0.39,1
2132,11.23,2.13,2.81,1
2133,7.33,3.64,1.43,2
2134,18.41,1.89,3.06,1
2135,5.21,1.98,1.47,2
2136,29.31,7.66,6.41,2
2137,18.08,1.46,2.4,2
2138,15.07,3.6,6.51,2
2139,20.01,4.25,4.44,1
2140,7.53,2.14,2,1
2141,11.34,0.82,2.01,1
2142,12.14,4.18,3.61,1
2143,5.49,3.86,2.35,1
2144,17.91,2.6,5.94,2
2145,10.44,1.28,1.31,2
2146,9.42,0.39,2.23,1
2147,9.32,2.31,2.87,1
2148,14.37,2.81,3.86,2
2149,16.07,3.39,3.04,2
2150,11.31,2.12,3.56,2
2151,13.7,0.64,3.52,2
2152,17.36,3.06,2,2
2153,17.33,4.53,5.05,1
2154,8.52,1.83,1.16,1
2155,13.92,3.21,4.08,1
2156,16.55,2.33,2.38,1
2157,8.89,2.94,2.04,1
2158,2.85,3.79,2.46,2
2159,6.69,3.59,2.04,1
2160,16.2,5.43,7.46,2
2161,4.37,2.05,2.19,1
2162,9.03,4.15,2.59,2
2163,15.12,2.42,3.57,2
2164,10.8,3.5,2.67,2
2165,10.17,1.71,2.66,1
2166,24.18,9.16,10.88,2
2167,9.8,1.26,2.84,2
2168,10.82,2.78,2.83,2
2169,11.9,4.21,1.07,2
2170,19.75,1.91,3.53,2
2171,24.99,2.41,4.05,1
2172,27.75,3.58,5.88,2
2173,13.52,7.25,8.48,1
2174,12.47,3.82,1.45,1
2175,2.27,1.87,2.58,2
2176,25.16,4.77,10.35,1
2177,1.64,0.73,2.01,1
2178,8.31,2.72,1.59,1
2179,5.34,2.68,1.89,2
2180,6.56,3.68,1.18,2
2181,14.37,3.22,0.56,2
2182,19.65,5.21,5.34,2
2183,23.5,4.45,4.32,2
2184,11.51,4.02,1.93,1
2185,7.77,0.64,1.14,2
2186,21.65,3.25,7.61,1
2187,14.15,6.45,1.45,2
2188,27.62,1.71,6.19,1
2189,6.78,2.09,1.85,2
2190,29.05,2.57,4.01,2
2191,7.97,0.57,2.19,2
2192,13.62,1.37,2.03,2
2193,13.18,2.89,5.76,1
2194,6.82,0.72,2.66,2
2195,29.18,3.68,2.97,1
2196,9.08,1.69,3.61,1
2197,6.03,1.33,1.39,1
2198,11.44,3.28,4.14,2
2199,6.54,2.78,1.06,1
2200,12.82,1.92,2.74,2
2201,3.68,3.25,3.51,1
2202,8.98,2.84,3.39,2
2203,10.55,1.71,1.62,1
2204,4.67,2.77,3.66,2
2205,26.89,11.81,9.1,1
2206,5.23,3.16,0.66,2
2207,14.17,4.29,4.92,2
2208,13.77,1.64,3.36,2
2209,11.7,1.95,3.16,1
2210,12.32,1.56,3.84,1
2211,9.55,1.93,2.42,2
2212,11.73,2.15,4.42,1
2213,8.46,3.77,2.95,1
2214,25.74,3,9.1,2
2215,10.12,1.97,3.88,1
2216,6.82,2.68,2.1,1
2217,9.64,2.47,3.58,2
2218,6.69,3.23,1.48,2
2219,15.23,3.93,2.41,1
2220,10.17,2.47,1,2
2221,12.89,3.74,3.4,1
2222,12.54,0.48,3.15,1
2223,36.64,3.38,8.23,2
2224,13.37,2.35,3.5,1
2225,5.11,2.46,2.39,2
2226,7.35,2.24,1.2,1
2227,13.47,3.19,9.77,1
2228,3.88,0.79,1.49,1
2229,13.01,2.16,2.23,2
2230,9.07,2.14,4.43,2
2231,7.77,1.69,0.6,1
2232,16.4,2.49,1.97,1
2233,20.86,2,7.37,2
2234,14.3,4.89,7.57,1
2235,8.69,0.99,1.88,1
2236,4.01,2.32,1.37,1
2237,15.46,0.33,3.98,2
2238,9.53,1.43,1.06,2
2239,9.98,1.41,2.8,2
2240,11.32,4.1,2.58,1
2241,19.62,1.33,3.25,2
2242,18.08,5.8,5.75,1
2243,5.49,1.86,5.19,2
2244,10.35,1.93,4.06,2
2245,8.71,0.83,5.12,2
2246,7.85,2.34,2.42,1
2247,14.63,2.82,3.26,2
2248,10.1,3.4,1.96,2
2249,12.23,2.2,3.11,2
2250,11.52,4.25,2.44,1
2251,21.9,2.34,9,2
2252,8.41,5.11,3.41,2
2253,17.55,3.79,4.35,1
2254,7.75,1.95,1.79,2
2255,17.39,4.5,2.77,2
2256,19.31,5.27,5.52,1
2257,13.31,3.14,2.48,2
2258,19.34,3.62,3.78,2
2259,16.75,1.96,4.33,2
2260,6.39,2.05,1.21,1
2261,13.14,3.77,2.16,1
2262,10.99,3.73,4.29,2
2263,10.96,3.03,3.17,1
2264,7.37,0.47,2.72,1
2265,15.63,3.03,3.08,1
2266,19.48,8.74,13.56,1
2267,18.23,2.81,3.02,2
2268,7.07,1.43,1.46,2
2269,2.19,1.62,2.14,2
2270,7.46,3.04,2.59,1
2271,10.54,3.52,2.79,2
2272,13.17,1.08,4.22,2
2273,6.67,3.1,1.3,1
2274,12.58,5.96,4.49,1
2275,7.87,2.94,1.09,2
2276,12.17,3.21,3.37,1
2277,21.01,1.78,4.71,2
2278,7.52,3.11,2.23,2
2279,9.19,1.04,1.9,1
2280,27.69,5.07,7.72,2
2281,7.38,1.05,3.29,1
2282,6.81,1.47,3.45,1
2283,7.55,1.25,2.17,1
2284,10.46,2.46,2.35,1
2285,24.99,1.94,6.48,2
2286,8.99,1.71,2.2,1
2287,18.38,5.03,5.33,1
2288,21.32,6.37,6.11,2
2289,11.44,3.25,1.34,2
2290,19.61,4.66,8.13,2
2291,15.27,2.23,3.54,2
2292,15.93,3.63,2.66,1
2293,12.22,3.5,2.56,1
2294,2.89,3.07,1.41,1
2295,11.12,1.98,3.4,1
2296,7.8,2.18,1.11,1
2297,7.02,1.4,2.3,2
2298,8.05,2.59,0.89,1
2299,8.35,0.82,3.36,1
2300,27.5,6.09,5.31,1
2301,7,0.3,1.38,2
2302,8.82,0.62,5.71,2
2303,12.98,2.26,4.65,1
2304,10.29,1.29,3.86,2
2305,6.74,3.12,4,1
2306,7.56,3.29,5.58,1
2307,10.36,2.43,2.38,1
2308,3.59,0.55,0.18,2
2309,11.95,3.62,5.43,2
2310,4.34,2.39,0.61,1
2311,13.52,1.95,12.77,1
2312,10.31,1.97,2.8,2
2313,6.2,1.78,2.4,1
2314,6.04,1.25,3.24,1
2315,13.78,5.5,5.62,1
2316,7.57,4.25,2.08,2
2317,12.82,3.84,3.01,2
2318,15.48,5.49,15.11,2
2319,5.75,0.56,1.5,2
2320,11.39,2.66,5.2,2
2321,4.52,2.79,2.13,1
2322,14.34,1.17,2.98,1
2323,15.11,5.01,11.14,2
2324,21.91,3.31,11.54,1
2325,22.29,6.47,9.41,1
2326,12.39,2.79,1.36,1
2327,22.45,6.28,4.43,1
2328,3.62,1,2.29,1
2329,9.49,1.71,2.87,1
2330,16.18,1.98,2.87,1
2331,18.52,1.77,9.29,1
2332,9.49,0.84,4.26,2
2333,1.84,1.95,0.5,1
2334,4.1,2.81,2.13,1
2335,2.62,1.85,1.13,2
2336,7.23,2.61,1.53,2
2337,10.72,2.98,4.36,2
2338,13.05,0.15,2.81,2
2339,7.52,2.75,2.31,1
2340,23.7,2.57,7.33,1
2341,21.5,3.15,3.56,1
2342,9.71,2.23,2.8,1
2343,6.26,1.82,2.18,2
2344,14.54,10.45,8.5,1
2345,13.89,3.65,3.6,1
2346,23.93,4.74,7.01,1
2347,3,1.65,0.66,1
2348,14.99,1.75,3.77,1
2349,20,3.94,7.26,1
2350,13.96,7.84,8.29,2
2351,14.81,5.83,12.69,2
2352,24.71,5.49,8.47,2
2353,3.59,3.71,2.45,1
2354,12.34,1.36,1.4,2
2355,12.03,3.28,2.07,1
2356,8.08,4.47,6.69,2
2357,6.31,3.59,1.85,2
2358,16.73,4.07,4.27,2
